#This file contains all special info about seeds.

#Format:
#seed_id;seed_level;crop_id;mature_id;
#reward1_id;reward2_id;manor_id;is_alternative;
#limit_for_seeds;limit_for_crops

# 黑暗柯塔種子
5016;10;5073;5103;1864;1878;1;0;8100;9000
# 紅色柯塔種子
5017;13;5068;5098;1865;1879;1;0;8100;9000
# 冷氣柯塔種子
5018;16;5065;5095;1866;1874;1;0;8100;9000
# 藍色柯塔種子
5019;19;5067;5097;1867;1894;1;0;4050;4500
# 金色柯塔種子
5020;22;5069;5099;1868;1876;1;0;2025;2250
# 魯特柯塔種子
5021;25;5071;5101;1869;1895;1;0;1350;1500
# 沙漠柯塔種子
5022;28;5070;5100;1870;1877;1;0;2025;2250
# 藍色柯柏種子
5023;37;5077;5107;1873;4044;1;0;810;900
# 藍色柯塔種子
5024;19;5067;5097;1867;1894;2;0;4194;4660
# 金色柯塔種子
5025;22;5069;5099;1868;1876;2;0;2097;2330
# 魯特柯塔種子
5026;25;5071;5101;1869;1895;2;0;1398;1553
# 沙漠柯塔種子
5027;28;5070;5100;1870;1877;2;0;2097;2330
# 紅色柯柏種子
5028;31;5078;5108;1871;4042;2;0;2097;2330
# 冷氣柯柏種子
5029;34;5075;5105;1872;1880;2;0;1677;1864
# 芒刺柯柏種子
5030;40;5082;5112;1864;5549;2;0;838;932
# 金色柯柏種子
5031;43;5079;5109;1865;4039;2;0;838;932
# 巨大柯柏種子
5032;46;5084;5114;1866;1885;2;0;838;932
# 紅色柯柏種子
5033;31;5078;5108;1871;4042;3;0;2250;2500
# 冷氣柯柏種子
5034;34;5075;5105;1872;1880;3;0;1800;2000
# 藍色柯柏種子
5035;37;5077;5107;1873;4044;3;0;900;1000
# 芒刺柯柏種子
5036;40;5082;5112;1864;5549;3;0;900;1000
# 金色柯柏種子
5037;43;5079;5109;1865;4039;3;0;900;1000
# 巨大柯柏種子
5038;46;5084;5114;1866;1885;3;0;900;1000
# 紅色柯德朗種子
5039;49;5088;5118;1867;4043;3;0;1125;1250
# 雙生柯德朗種子
5040;58;5092;5122;1871;4040;3;0;900;1000
# 沙漠柯德朗種子
5041;64;5090;5120;1873;5550;3;0;450;500
# 黑暗柯塔種子
5042;10;5073;5103;1864;1878;4;0;7200;8000
# 紅色柯塔種子
5043;13;5068;5098;1865;1879;4;0;7200;8000
# 藍色柯塔種子
5044;19;5067;5097;1867;1894;4;0;3600;4000
# 紅色柯柏種子
5045;31;5078;5108;1871;4042;4;0;1800;2000
# 冷氣柯柏種子
5046;34;5075;5105;1872;1880;4;0;1440;1600
# 藍色柯柏種子
5047;37;5077;5107;1873;4044;4;0;720;800
# 芒刺柯柏種子
5048;40;5082;5112;1864;5549;4;0;720;800
# 海洋柯德朗種子
5049;50;5091;5121;1868;1884;4;0;720;800
# 冷氣柯德朗種子
5050;52;5085;5115;1869;4041;4;0;900;1000
# 藍色柯德朗種子
5051;55;5087;5117;1870;1882;4;0;720;800
# 雙生柯德朗種子
5052;58;5092;5122;1871;4040;4;0;720;800
# 芒刺柯柏種子
5053;40;5082;5112;1864;5549;5;0;1344;1494
# 金色柯柏種子
5054;43;5079;5109;1865;4039;5;0;1344;1494
# 巨大柯柏種子
5055;46;5084;5114;1866;1885;5;0;1344;1494
# 紅色柯德朗種子
5056;49;5088;5118;1867;4043;5;0;1680;1867
# 冷氣柯德朗種子
5057;52;5085;5115;1869;4041;5;0;1680;1867
# 藍色柯德朗種子
5058;55;5087;5117;1870;1882;5;0;1344;1494
# 雙生柯德朗種子
5059;58;5092;5122;1871;4040;5;0;1344;1494
# 巨大柯德朗種子
5060;61;5094;5124;1872;1881;5;0;896;996
# 沙漠柯德朗種子
5061;64;5090;5120;1873;5550;5;0;672;747
# 冷氣柯柏種子
5221;34;5075;5105;1872;1880;6;0;2592;2880
# 藍色柯柏種子
5222;37;5077;5107;1873;4044;6;0;1296;1440
# 芒刺柯柏種子
5223;40;5082;5112;1864;5549;6;0;1296;1440
# 金色柯柏種子
5224;43;5079;5109;1865;4039;6;0;1296;1440
# 巨大柯柏種子
5225;46;5084;5114;1866;1885;6;0;1296;1440
# 紅色柯德朗種子
5226;49;5088;5118;1867;4043;6;0;1620;1800
# 海洋柯德朗種子
5227;50;5091;5121;1868;1884;6;0;1296;1440
# 改良黑暗柯塔種子
5650;10;5818;5838;1864;1878;1;1;22500;2250
# 改良紅色柯塔種子
5651;13;5819;5839;1865;1879;1;1;22500;2250
# 改良冷氣柯塔種子
5652;16;5820;5840;1866;1874;1;1;22500;2250
# 改良藍色柯塔種子
5653;19;5821;5841;1867;1894;1;1;11250;1125
# 改良金色柯塔種子
5654;22;5822;5842;1868;1876;1;1;5625;562
# 改良魯特柯塔種子
5655;25;5823;5843;1869;1895;1;1;3750;375
# 改良沙漠柯塔種子
5656;28;5824;5844;1870;1877;1;1;5625;562
# 改良藍色柯柏種子
5657;37;5827;5847;1873;4044;1;1;2250;225
# 改良藍色柯塔種子
5658;19;5821;5841;1867;1894;2;1;11650;1165
# 改良金色柯塔種子
5659;22;5822;5842;1868;1876;2;1;5825;582
# 改良魯特柯塔種子
5660;25;5823;5843;1869;1895;2;1;3883;388
# 改良沙漠柯塔種子
5661;28;5824;5844;1870;1877;2;1;5825;582
# 改良紅色柯柏種子
5662;31;5825;5845;1871;4042;2;1;5825;582
# 改良冷氣柯柏種子
5663;34;5826;5846;1872;1880;2;1;4660;466
# 改良芒刺柯柏種子
5664;40;5828;5848;1864;5549;2;1;2330;233
# 改良金色柯柏種子
5665;43;5829;5849;1865;4039;2;1;2330;233
# 改良巨大柯柏種子
5666;46;5830;5850;1866;1885;2;1;2912;291
# 改良紅色柯柏種子
5667;31;5825;5845;1871;4042;3;1;6250;625
# 改良冷氣柯柏種子
5668;34;5826;5846;1872;1880;3;1;5000;500
# 改良藍色柯柏種子
5669;37;5827;5847;1873;4044;3;1;2500;250
# 改良芒刺柯柏種子
5670;40;5828;5848;1864;5549;3;1;2500;250
# 改良金色柯柏種子
5671;43;5829;5849;1865;4039;3;1;2500;250
# 改良巨大柯柏種子
5672;46;5830;5850;1866;1885;3;1;3125;312
# 改良紅色柯德朗種子
5673;49;5831;5851;1867;4043;3;1;3125;312
# 改良雙生柯德朗種子
5674;58;5835;5855;1871;4040;3;1;2500;250
# 改良沙漠柯德朗種子
5675;64;5837;5857;1873;5550;3;1;1250;125
# 改良黑暗柯塔種子
5676;10;5818;5838;1864;1878;4;1;20000;2000
# 改良紅色柯塔種子
5677;13;5819;5839;1865;1879;4;1;20000;2000
# 改良藍色柯塔種子
5678;19;5821;5841;1867;1894;4;1;10000;1000
# 改良紅色柯柏種子
5679;31;5825;5845;1871;4042;4;1;5000;500
# 改良冷氣柯柏種子
5680;34;5826;5846;1872;1880;4;1;4000;400
# 改良藍色柯柏種子
5681;37;5827;5847;1873;4044;4;1;2000;200
# 改良芒刺柯柏種子
5682;40;5828;5848;1864;5549;4;1;2000;200
# 改良海洋柯德朗種子
5683;50;5832;5852;1868;1884;4;1;2000;200
# 改良冷氣柯德朗種子
5684;52;5833;5853;1869;4041;4;1;2500;250
# 改良藍色柯德朗種子
5685;55;5834;5854;1870;1882;4;1;2000;200
# 改良雙生柯德朗種子
5686;58;5835;5855;1871;4040;4;1;2000;200
# 改良芒刺柯柏種子
5687;40;5828;5848;1864;5549;5;1;3735;373
# 改良金色柯柏種子
5688;43;5829;5849;1865;4039;5;1;3735;373
# 改良巨大柯柏種子
5689;46;5830;5850;1866;1885;5;1;4668;466
# 改良紅色柯德朗種子
5690;49;5831;5851;1867;4043;5;1;4668;466
# 改良冷氣柯德朗種子
5691;52;5833;5853;1869;4041;5;1;4668;466
# 改良藍色柯德朗種子
5692;55;5834;5854;1870;1882;5;1;3735;373
# 改良雙生柯德朗種子
5693;58;5835;5855;1871;4040;5;1;3735;373
# 改良巨大柯德朗種子
5694;61;5836;5856;1872;1881;5;1;2490;249
# 改良沙漠柯德朗種子
5695;64;5837;5857;1873;5550;5;1;1867;186
# 改良冷氣柯柏種子
5696;34;5826;5846;1872;1880;6;1;7200;720
# 改良藍色柯柏種子
5697;37;5827;5847;1873;4044;6;1;3600;360
# 改良芒刺柯柏種子
5698;40;5828;5848;1864;5549;6;1;3600;360
# 改良金色柯柏種子
5699;43;5829;5849;1865;4039;6;1;3600;360
# 改良巨大柯柏種子
5700;46;5830;5850;1866;1885;6;1;4500;450
# 改良紅色柯德朗種子
5701;49;5831;5851;1867;4043;6;1;4500;450
# 改良海洋柯德朗種子
5702;50;5832;5852;1868;1884;6;1;3600;360
# 改良巨大柯巴種子
6727;85;6554;6568;5549;5550;7;1;208;90
# 改良海洋柯巴種子
6728;79;6552;6566;4044;4042;4;1;111;44
# 改良海洋柯巴種子
6729;79;6552;6566;4044;4042;5;1;207;83
# 改良海洋柯巴種子
6730;79;6552;6566;4044;4042;7;1;277;111
# 改良紅色柯巴種子
6731;70;6549;6563;1888;4040;3;1;250;83
# 改良紅色柯巴種子
6732;70;6549;6563;1888;4040;5;1;373;124
# 改良紅色柯巴種子
6733;70;6549;6563;1888;4040;6;1;360;120
# 改良紅色柯巴種子
6734;70;6549;6563;1888;4040;8;1;500;166
# 改良紅色柯巴種子
6735;70;6549;6563;1888;4040;8;1;500;166
# 改良沙漠柯巴種子
6736;76;6551;6565;4043;1890;4;1;133;50
# 改良沙漠柯巴種子
6737;76;6551;6565;4043;1890;5;1;249;93
# 改良沙漠柯巴種子
6738;76;6551;6565;4043;1890;6;1;240;90
# 改良沙漠柯巴種子
6739;76;6551;6565;4043;1890;7;1;333;125
# 改良沙漠柯巴種子
6740;76;6551;6565;4043;1890;8;1;333;125
# 改良雙生柯巴種子
6741;82;6553;6567;1885;1893;7;1;250;100
# 改良藍色柯巴種子
6742;67;6548;6562;1894;4039;1;1;281;90
# 改良藍色柯巴種子
6743;67;6548;6562;1894;4039;3;1;312;100
# 改良藍色柯巴種子
6744;67;6548;6562;1894;4039;5;1;466;149
# 改良藍色柯巴種子
6745;67;6548;6562;1894;4039;7;1;625;200
# 改良藍色柯巴種子
6746;67;6548;6562;1894;4039;8;1;625;200
# 改良金色柯巴種子
6747;73;6550;6564;1887;4041;3;1;192;71
# 改良金色柯巴種子
6748;73;6550;6564;1887;4041;4;1;153;57
# 改良金色柯巴種子
6749;73;6550;6564;1887;4041;5;1;287;106
# 改良金色柯巴種子
6750;73;6550;6564;1887;4041;7;1;384;142
# 改良金色柯巴種子
6751;73;6550;6564;1887;4041;7;1;384;142
# 改良金色柯巴種子
6752;73;6550;6564;1887;4041;8;1;384;142
# 巨大柯巴種子
6753;85;6547;6561;5549;5550;7;0;75;363
# 海洋柯巴種子
6754;79;6545;6559;4044;4042;4;0;40;177
# 海洋柯巴種子
6755;79;6545;6559;4044;4042;5;0;74;332
# 海洋柯巴種子
6756;79;6545;6559;4044;4042;7;0;100;444
# 紅色柯巴種子
6757;70;6542;6556;1888;4040;3;0;90;333
# 紅色柯巴種子
6758;70;6542;6556;1888;4040;5;0;134;498
# 紅色柯巴種子
6759;70;6542;6556;1888;4040;6;0;129;480
# 紅色柯巴種子
6760;70;6542;6556;1888;4040;7;0;180;666
# 紅色柯巴種子
6761;70;6542;6556;1888;4040;8;0;180;666
# 沙漠柯巴種子
6762;76;6544;6558;4043;1890;4;0;48;200
# 沙漠柯巴種子
6763;76;6544;6558;4043;1890;5;0;89;373
# 沙漠柯巴種子
6764;76;6544;6558;4043;1890;6;0;86;360
# 沙漠柯巴種子
6765;76;6544;6558;4043;1890;7;0;120;500
# 沙漠柯巴種子
6766;76;6544;6558;4043;1890;8;0;120;500
# 雙生柯巴種子
6767;82;6546;6560;1885;1893;7;0;90;400
# 藍色柯巴種子
6768;67;6541;6555;1894;4039;1;0;101;360
# 藍色柯巴種子
6769;67;6541;6555;1894;4039;3;0;112;400
# 藍色柯巴種子
6770;67;6541;6555;1894;4039;5;0;168;597
# 藍色柯巴種子
6771;67;6541;6555;1894;4039;7;0;225;800
# 藍色柯巴種子
6772;67;6541;6555;1894;4039;8;0;225;800
# 金色柯巴種子
6773;73;6543;6557;1887;4041;3;0;69;285
# 金色柯巴種子
6774;73;6543;6557;1887;4041;4;0;55;228
# 金色柯巴種子
6775;73;6543;6557;1887;4041;5;0;103;426
# 金色柯巴種子
6776;73;6543;6557;1887;4041;6;0;99;411
# 金色柯巴種子
6777;73;6543;6557;1887;4041;7;0;138;571
# 金色柯巴種子
6778;73;6543;6557;1887;4041;8;0;138;571
# 藍色柯柏種子
7016;37;5077;5107;1873;4044;2;0;838;932
# 藍色柯德朗種子
7017;55;5087;5117;1870;1882;1;0;810;900
# 藍色柯德朗種子
7018;55;5087;5117;1870;1882;3;0;900;1000
# 冷氣柯柏種子
7019;34;5075;5105;1872;1880;1;0;1620;1800
# 冷氣柯塔種子
7020;16;5065;5095;1866;1874;4;0;7200;8000
# 冷氣柯德朗種子
7021;52;5085;5115;1869;4041;1;0;1012;1125
# 冷氣柯德朗種子
7022;52;5085;5115;1869;4041;3;0;1125;1250
# 沙漠柯德朗種子
7023;64;5090;5120;1873;5550;1;0;405;450
# 沙漠柯德朗種子
7024;64;5090;5120;1873;5550;7;0;900;1000
# 金色柯柏種子
7025;43;5079;5109;1865;4039;4;0;720;800
# 金色柯塔種子
7026;22;5069;5099;1868;1876;4;0;1800;2000
# 巨大柯柏種子
7027;46;5084;5114;1866;1885;4;0;720;800
# 巨大柯德朗種子
7028;61;5094;5124;1872;1881;1;0;540;600
# 巨大柯德朗種子
7029;61;5094;5124;1872;1881;3;0;600;666
# 改良藍色柯柏種子
7030;37;5827;5847;1873;4044;2;1;2330;233
# 改良藍色柯德朗種子
7031;55;5834;5854;1870;1882;1;1;2250;225
# 改良藍色柯德朗種子
7032;55;5834;5854;1870;1882;3;1;2500;250
# 改良冷氣柯柏種子
7033;34;5826;5846;1872;1880;1;1;4500;450
# 改良冷氣柯塔種子
7034;16;5820;5840;1866;1874;4;1;20000;2000
# 改良冷氣柯德朗種子
7035;52;5833;5853;1869;4041;1;1;2812;281
# 改良冷氣柯德朗種子
7036;52;5833;5853;1869;4041;3;1;3125;312
# 改良沙漠柯德朗種子
7037;64;5837;5857;1873;5550;1;1;1125;112
# 改良沙漠柯德朗種子
7038;64;5837;5857;1873;5550;7;1;2500;250
# 改良金色柯柏種子
7039;43;5829;5849;1865;4039;4;1;2000;200
# 改良金色柯塔種子
7040;22;5822;5842;1868;1876;4;1;5000;500
# 改良巨大柯柏種子
7041;46;5830;5850;1866;1885;4;1;2500;250
# 改良巨大柯德朗種子
7042;61;5836;5856;1872;1881;1;1;1500;150
# 改良巨大柯德朗種子
7043;61;5836;5856;1872;1881;3;1;1666;166
# 改良紅色柯柏種子
7044;31;5825;5845;1871;4042;1;1;5625;562
# 改良紅色柯德朗種子
7045;49;5831;5851;1867;4043;2;1;2912;291
# 改良紅色柯德朗種子
7046;49;5831;5851;1867;4043;4;1;2500;250
# 改良海洋柯德朗種子
7047;50;5832;5852;1868;1884;2;1;2330;233
# 改良海洋柯德朗種子
7048;50;5832;5852;1868;1884;3;1;2500;250
# 改良海洋柯德朗種子
7049;50;5832;5852;1868;1884;5;1;3735;373
# 改良雙生柯德朗種子
7050;58;5835;5855;1871;4040;1;1;2250;225
# 紅色柯柏種子
7051;31;5078;5108;1871;4042;1;0;2025;2250
# 紅色柯德朗種子
7052;49;5088;5118;1867;4043;2;0;1048;1165
# 紅色柯德朗種子
7053;49;5088;5118;1867;4043;4;0;900;1000
# 海洋柯德朗種子
7054;50;5091;5121;1868;1884;2;0;838;932
# 海洋柯德朗種子
7055;50;5091;5121;1868;1884;3;0;900;1000
# 海洋柯德朗種子
7056;50;5091;5121;1868;1884;5;0;1344;1494
# 雙生柯德朗種子
7057;58;5092;5122;1871;4040;1;0;810;900
# 雙生柯德朗種子
8223;58;5092;5122;1871;4040;8;0;1800;2000
# 巨大柯德朗種子
8224;61;5094;5124;1872;1881;8;0;1200;1333
# 沙漠柯德朗種子
8225;64;5090;5120;1873;5550;8;0;900;1000
# 藍色柯巴種子
8226;67;6541;6555;1894;4039;8;0;225;800
# 紅色柯巴種子
8227;70;6542;6556;1888;4040;8;0;180;666
# 金色柯巴種子
8228;73;6543;6557;1887;4041;8;0;138;571
# 沙漠柯巴種子
8229;76;6544;6558;4043;1890;8;0;120;500
# 改良雙生柯德朗種子
8230;58;5835;5855;1871;4040;8;1;5000;500
# 改良巨大柯德朗種子
8231;61;5836;5856;1872;1881;8;1;3333;333
# 改良沙漠柯德朗種子
8232;64;5837;5857;1873;5550;8;1;2500;250
# 改良藍色柯巴種子
8233;67;6548;6562;1894;4039;8;1;625;200
# 改良紅色柯巴種子
8234;70;6549;6563;1888;4040;8;1;500;166
# 改良金色柯巴種子
8235;73;6550;6564;1887;4041;8;1;384;142
# 改良沙漠柯巴種子
8236;76;6551;6565;4043;1890;8;1;333;125
# 黑暗柯塔種子
8237;10;5073;5103;1864;1878;9;0;8784;9760
# 紅色柯塔種子
8238;13;5068;5098;1865;1879;9;0;8784;9760
# 冷氣柯塔種子
8239;16;5065;5095;1866;1874;9;0;8784;9760
# 藍色柯塔種子
8240;19;5067;5097;1867;1894;9;0;4392;4880
# 金色柯塔種子
8241;22;5069;5099;1868;1876;9;0;2196;2440
# 魯特柯塔種子
8242;25;5071;5101;1869;1895;9;0;1464;1626
# 沙漠柯塔種子
8243;28;5070;5100;1870;1877;9;0;2196;2440
# 紅色柯柏種子
8244;31;5078;5108;1871;4042;9;0;2196;2440
# 冷氣柯柏種子
8245;34;5075;5105;1872;1880;9;0;1756;1952
# 藍色柯柏種子
8246;37;5077;5107;1873;4044;9;0;878;976
# 芒刺柯柏種子
8247;40;5082;5112;1864;5549;9;0;878;976
# 金色柯柏種子
8248;43;5079;5109;1865;4039;9;0;878;976
# 巨大柯柏種子
8249;46;5084;5114;1866;1885;9;0;878;976
# 紅色柯德朗種子
8250;49;5088;5118;1867;4043;9;0;1098;1220
# 海洋柯德朗種子
8251;50;5091;5121;1868;1884;9;0;878;976
# 冷氣柯德朗種子
8252;52;5085;5115;1869;4041;9;0;1098;1220
# 藍色柯德朗種子
8253;55;5087;5117;1870;1882;9;0;878;976
# 雙生柯德朗種子
8254;58;5092;5122;1871;4040;9;0;878;976
# 改良黑暗柯塔種子
8255;10;5818;5838;1864;1878;9;1;24400;2440
# 改良紅色柯塔種子
8256;13;5819;5839;1865;1879;9;1;24400;2440
# 改良冷氣柯塔種子
8257;16;5820;5840;1866;1874;9;1;24400;2440
# 改良藍色柯塔種子
8258;19;5821;5841;1867;1894;9;1;12200;1220
# 改良金色柯塔種子
8259;22;5822;5842;1868;1876;9;1;6100;610
# 改良魯特柯塔種子
8260;25;5823;5843;1869;1895;9;1;4066;406
# 改良沙漠柯塔種子
8261;28;5824;5844;1870;1877;9;1;6100;610
# 改良紅色柯柏種子
8262;31;5825;5845;1871;4042;9;1;6100;610
# 改良冷氣柯柏種子
8263;34;5826;5846;1872;1880;9;1;4880;488
# 改良藍色柯柏種子
8264;37;5827;5847;1873;4044;9;1;2440;244
# 改良芒刺柯柏種子
8265;40;5828;5848;1864;5549;9;1;2440;244
# 改良金色柯柏種子
8266;43;5829;5849;1865;4039;9;1;2440;244
# 改良巨大柯柏種子
8267;46;5830;5850;1866;1885;9;1;3050;305
# 改良紅色柯德朗種子
8268;49;5831;5851;1867;4043;9;1;3050;305
# 改良海洋柯德朗種子
